id	username	text	label
c198988157d448b1b5670833274bb9e7	JimSpencer327	"WHAT AN EXAMPLE Joe Biden IS! NOT!
Video Catches the Sick Moment Biden Coughs Right Into His Hand After Taking Mask Off"	0
8a3130a1de3541d1852c1fa5136988c5	dippytrooper	Hypothetical question. If you or I or anyone planed to assassinate somebody and then commit suicide after the crime, why do you need a fedex uniform? Surely you'd only need a disguise if you planned on surviving and getting away with your crime?	0
06b755623227448481854d794ebb31a5	Demsuck	Here she is threatening to kill white people and what she will do as we are bleeding out.....	1
d6b3ba89ef5e496aa70f1a7ea7b5a507	LibertyElaine	JUSTICE ALITO	0
259726f5f12b425683d807aab1d69e1d	Bigwheel62	Karmas a bitch...	0
c025e65975d54fc7b16de28623140f19	Newsfromtheperimeter	Perimeter Report: The Great Reset  The World Economic Forum is ready to change the world, but they need to destroy America first!	1
480b4dfa68e24c47a693e04e0b85a220	NoWimpsHere	"Mitt ""The Mutt"" Romney is a Soros bitch"	1
a7917cd8e0124eedbbedee18b1a027b6	FuckTrumpToHell	"And then the cunt blocked me. 

I think shes the real deal. 

But I sent another thousand dollar check to Planned Parenthood."	0
8ea3b49fdd0e4081b5997b58676051d4	Sparky62	The same was true with white Irish slaves	0
7d1b1da1ec964bb4adf63d4946c89ea8	garyla63	Recall the lame ass governor from the State of California, Adolph Newsom!	1
46d9291ebfbb4ee5afe131afc81da652	MAKAIOmessenger	"""black"" woman calls Black Lives Matter a joke"	0
2e1db365525343858f2e67b4f64d8f13	Pauloleson	All Should Resist these UnConstitutional Orders	0
6d45be69b5074e7d9334867c99e110d7	Kkjjaapp	Heres some more bullshit from the infamous Gov. Tom Piece of Shit Wolf.	1
17a36710d20d40c9998c0a0b7daa55cc	Rmcdonie	Abolish ICE my ass	1
7ef9b2a11f3b4a64bedc2140f4839310	lovernotafighter	"If the left do not get in, western cities will burn. If the left do get in, western cities will slowly burn. I think we need a constructive way to address the mindset that is so disenfranchised from our way of life. 

In history...radicals, ideologues, fascists, marxists and socialists all rely on the masses to stay silent. 

It is not the people screaming ""YES I demand anarchy"".

It is the vast majority simply NOT saying ""no""."	0
16699c0aff7441769496c09f0be89555	Neostorm	Trumps been changed also. Damage control the lawyers tell him. Zuck needs a spot at gitmo with all the rest of the msm that supported treason of actors trying to steal our elections.	1
bf09aa0076154eb18c7e1e68d5af4d9b	PresidentElectBatMAGA	Woke liberals are attacking Amy Coney Barrett for adopting children from Haiti, basically saying that she did so to civilize savages, and white supremacist, Richard Spencer, agrees with them!	1
6fed89eb8a40498bb1c0c59b21903854	DonNaNa	"Biden says people can not distinguish between Chinese and Koreans because theyre all Asians. Thats like saying Europeans can not distinguish between Greeks, Italians, and Lebanese, because theyre all wogs. 

How offensive this vice presidential leftover is!  Not a peep from the left!"	1
62a416c719904dfc8ede5d3004d0fd73	johnnypatriot1	"The NBA is going on strike.

Are we supposed to give a shit?"	0
64dd5b6b1e054e76aa691e7f2e8a748a	1A2AMAGA	Train them up right!!!! Lol. Love it!	0
81663ee85d7f450f847bd63e5a6ff944	Alans10	Obama Bros have no moral standing whatsoever to be angry that Russia may be paying terrorists to kill Americans. These are the same guys who sent billions to Iran who not only paid terrorists, but directly organized them and supplied them with sophisticated EFP explosives	1
4a97285746f845f18e7fb71d912875ea	DarDar	 we Need More People Like Sidney 	0
fbf0b05287874912926b997a9097a9ec	Jabber747	While they steal your money and your wages go way down. The Liberals are trying to turn America into a Third World shit hole like the ones this lady runs	1
15d7d181bcc74945ab0ee5084bb049b0	LAinKY	Ted Cruz And Mark Cuban Get Into It On Twitter Over Patriotism	0
a8470ca03a384e2e984bcdb020aeee3d	Ahceenarhodesgmailcom	What It Means When You See Teal Pumpkins This Halloween	0
c38e98cf7fa845ff92fa72b41ab155b3	Rdhaan	The loser Democrats had a good thing going until Hillary got nuts and greedy. Crashing	1
71f7525e9d0344f785c107cd70ad8046	RightoftheRight	"Oh look more ""peaceful protesters"" 

Rioters are looting an Amazon store in Seattle!

Via @dailycaller"	0
0629387f963a445694c76668e84cddee	DavidIrvine1	President Trump's Dream Team Is the Greatest Assembly of Attorneys in US History Fighting for the Survival of the Nation	0
eb41d7cdd74c4c2cb875430acae60e34	Claydollins1	"MARTIAL LAW INSURRECTION ACT OF 1807!!! THE SYSTEM WILL BETRAY US ALL THE WAY TO A FRAUDULENT INAUGURATION OTHERWISE!!! CANT RELY ON THE SANE SYSTEM THAT ALLOWED AND OR COMMITTED THIS TREASONOUS FRAUD IN THE FIRST PLACE!!! WAKE UP!!! NOBODIES COMING TO SAVE THE DAY!!! THE GOP IS FULL OF COWARDS TURNCOATS AND AFFILIATES!!!
ITS INSURRECTION ACT TIME NOW!!!"	1
44ace2173ab2421a90a83b53633e837d	Markmatthews306	"Her Majesty's coronation oath has been shredded, 
what happened to our rights and liberties being protected? 
Two options;
1. Abdicate and abolish the monarchy
2. Give Boris a slap and read them all the riot act"	1
1915a7d774534c39989f76e729fc8f47	rldu2004	"What's his name Joe Biden?
Extreme advocate of murdering pre/post innocent humans.
Becerra demonic
Another one of the deranged lefties 
Satan's minnions"	1
9df43c578f4d477389d9fb5e7678d5a5	atticvs	So L'Oreal are going to remove the words 'whitening, lightening and fair' from its products...but still sell them. And people know what the products do. What a farce...and cowardly.	0
942cf9590ef442b58860d44e439237df	scrandall	Send in the military NOW, and end this shit TONIGHT!! These fucking animals are ungrateful, and I mean ALL of them involved, black, white, yellow, brown! There were more white people last year killed by cops than black people!! Where is THAT FUCKING OUTRAGE!!!!!! Here in my fucking pocket??? I don't think so!! These fucking democrats are ALL behind this!!! I'm pissed, these motherfuckers!!!!! I'm all about being on the cops side now 100%...	1
deacc9b80e8a40b7af93cd2a28aeacfe	TheRealRobertValdezJr	I sure wish the LA media would stop calling Biden, President elect... Sending out false information.....	0
d78ff0129d3c49f3b28ac144e16aa6ad	bobodelayuca2	"FOR THE Q DOUBTERS and NAYSAYERS...AS A REMINDER THIS IS A PRO-QANON website...AS IS STATED IN THE ""Guidelines""..SO BE EXTREMELY CAREFUL on what U post here in a NEGATIVE FASHION towards the MOVEMENT!!.;...2 B frank...I'm tired of it..SO I ask kindly to stop the negativity....TYVM IN ADVANCE for following my wishes and the guidelines....

Q - The Plan To Save The World"	0
93a9c1e7542949efaff41e193abc4487	Dtom28	I will never turn into Fox News again for anyone. Until the ones I like leave that shithole I will never tune in again. We are officially a banana republic. No matter who still wins one side wont believe the other and things are going to get bad. Can see it coming from a mile away.	1
c29468fef41f405d84b702068b43c647	Moonwillow	So Kamala Harris thinks Barr will go down as the worst AT ever... I say AT least he will go down fighting for this country, Kamala Harris on the other hand will go down in anything! That's why I call her Gonnareah Harris.	0
edcafb5dccf34bd6abdf69012385f751	Moscifigirl	"This is the sort of thing that drives me bonkers. Normally, I wouldn't care about being called ""Karen"", but why is it okay to use? I thought we were all being super sensitive. Oh - because it is against white women. Grrr."	0
45ae1e61904b40f68188e57d90e6478d	WhiteLivesMatter	I used to love drinking in casinos and pissing in the only handicap stall in the bathroom. When a crippled fuck was waiting and heard the piss stream creaming the water below from high above it sent them in mental rages inside their minds	0
a6cde9622579484d9a1a96819e475514	AlinaDelosangeles1	"Tripod dog is super fast on just three legs (Video) | New York Post

PIPPA ! theres no stopping her three legs but shes all WILL POWER "	0
bd55ea34dd4542d8bdb30dec4a314394	Jim793893382963	Ted Cruz Calls on SCOTUS to Take Up Pennsylvania Election Challenge	0
137c43d53cb74d92baf83290029ff7dd	Yppop01	"Free Press is yet another oxymoron used by the Fascist Left Wing White Supremacy Democrats.
Just as they use Antifah, it is also an oxymoron as they are the fascist Nazi foot soldiers of the Democrats.
Free Press Group are nothing more than a fascist pressure group intending to socially engineer the USA.
They lost in trying to stop the Task Force Briefings and these evil bastards will suffer many more losses!"	1
055f8240295c466a83ba3cd57237914e	Supra9112003	You Can Make This Up ..?? OAC is Really A Piece Of Garbage 	1
6681b95a08734722865159b86dc2b7ea	Zer04l1feVia420	People if Georgia protest and demand that they are not able to use them damn dominion voting machines in the run off in which Senator Perdue won he needs to ask for all the fake and phoney for Biden and his commy buddy Jo blow to taken away people project Veratas went under cover and caught one of campaign worker stating that he was not a moderate but a super far leftist and was lying to the people just to get votes and he hated Trump supporters and something had to be done with them and he said he had ties to China but he stated he would never win in Georgia because there were to white red necks this is Jo blow	1
f316e4c1dc0a44b18ffdd603bf25495f	Klonokid	Bipartisan lawmakers condemn Iran, dispute State Department on number of protesters killed | TheHill	0
cbca04dd84ae4e1b99b55447e15e1e00	itsmejlc	"HOLD MY EGG NOG North Carolina Defies Democrats, Holds Christmas Parade

The good people of Youngsville, North Carolina said it would take more than a grinchy governor to stop their annual Christmas parade.

Governor Roy Cooper  a Democrat  has banned large gatherings across the state. And the local health department strongly urged citizens not to parade.
Just about the entire town hauled out the holly, decked the halls and had a grand old Christmas parade."	0
fdb3c913dec5434198c86f2b2dddd7e6	nicedeb	The Portland Black Lives Matter rioter who was caught on-camera kicking a truck driver in the face in a vicious, unprovoked attack over the weekend, is still on the run, and is now reportedly trying using social media to excuse his thuggish behavior and beg for cash.	0
a356238c4557422398d8e7b3f51fe351	Rickrocker4	Burn this Anti-American F*cker into the ground, burn him completely down...	1
3b9ed2e1bc49432bb60e608f20da7e6a	ValRaven	"Of all the things I've learned on the History Channel in this year [COVID19 DATE 01] the one thing that I keep thinking about 
Is how the Nazies invented crystal meth and how the US (aka:us) countered with beenies. And how an entire unit of nasty nazies went so long woke on meth that they all passed out and the creepy commies just walked right in and took em. Happened outside of Moscow.
But it was the beenies, ala: the trucker pill, that started our speed addictions. Well maybe coffeeis a gateway drug().
What post war damage resulted as a direct result of this military usage of speed or whatever drugs theve forced on soldiers since then?
We know the damage done to Germany, a country led by mrth heads and junkies. Near total destruction.
Wasn't one of Alabama's members busted delivering coke for Pres Carter? He gave away the Panama Canal and NASA's secrets. Maybe he was a coke head. Recall Dr Feelgood?
Whats Biden on?
Is AOC on PCP or LSD? She must be. It's her pupils!"	1
831c89e28ded4a5db6fca8dc858fd98a	Martycos	"Liberals Attack the Home of Rising Superstar Republican Congressional Candidate as His Democrat Opponent Rages - American Action News

Biden wins this will be the new normal .
Antifa and Blm to attack this poor young man for his ideas shows there sickness .

Conservatives always be ready to defend your home and family .

Democrats have become pure lowlife scum I just cant see anyone voting for them what can you be thinking .

THE ABSOLUTE ABSOLUTE TRUTH. !!!!!"	1
e6d44aafe3034022b4b27969896143ab	Francachela	@TedCruz @SenMarcoRubio @ @blocked @NikkiHaley why is the GOP so quiet? You should be on tv and radio condemning this huge fraud??? You are leaving our President alone!!!	0
5341879d19c7467291359f33899eb843	Thunderheart42	Found you Barry	0
2792f45a4a59478abdd2ccc61098b90b	Cosasona13	Yo cancel the NFL. Season. Who cares. That hate the USA. And are military. They dont stand for the flag. End season now. Great.	0
1e22da5aa13d48abb79bae0c1c0cb2dc	Badlittleself	Electoral College needs to stay in place if not, Ca. Will have the entire, vote. It has nothing to do with race or color........AOC , youre a nit wit.	1
04c1c0516b24407a95beadfe892fb1d5	Thesaint92463	....Oh and the Latin Americans.....we the people love you the same....we will not leverage you as the Democrsts do....why, because like black America, white American Scottish America, Japanese America...we all came from somewhere...but the Democrats are the asses thatcannot stand anyone in their business but rich white Americans....oh yeah they have their token ethnics....why did they not run Kamala Harris then!? Because they can'tstand her ass that's why!!! Think people....Think!!	1
3c5852d1cfd645e1875f07f0a54aaaf0	johnnypatriot1	"I AGREE 100% WITH SARAH SANDERS ..

Any Democrat who doesnt understand that America is safer now that one of the most dangerous terrorists in the world is rotting in hell is completely naive and shouldnt be making foreign policy decisions."	0
e04f59dd6e98440e862d4724bd424826	Catlady5882	#theangryviking2020	0
809be1d9de684f9fb4113793e20c26ed	Sara51892631	"17-Year-Old Who Recorded Viral Video Telling Teacher There Are Only 'Two Genders' is Kicked Out of School

I hate democrats"	1
881a132645f24f5cb3a77245ba581c19	Jaynefriedman	"Without C-19 panic, democrats are dead in the water

Why Are States Lying About COVID Infection Rates? - Conservative Daily Post"	0
30ba55573b9e4705b582eb2a91b61665	CynCityDynamite	Refusing To Apply The Law To Leftists Is Normalizing Political Violence.	0
aa89292fe4db480c97bb4fc1bb454771	Davidhorner	Im really tired of being told how to understand the shit sandwich being forced down my throat.	0
11beff10aabd40aabd9abb34c438c297	Wingnurse	Tell me again how muslims are hard working and good people. Sure, they work hard at killing good people and living off our benefits!	1
2b617c1be51f4a1c9bd40e9b22e1b2ec	hinklem	"So now, skankbag Ilhan Omar is tutoring illegal aliens on their ""rights"" when confronted by ICE. ""Rights"", ya see, that are guaranteed in the US Constitution . . . for CITIZENS, but, hey, why split hairs?

So you have a sitting member of CONGRESS assisting ILLEGAL ALIENS in circumventing FEDERAL LAW.

But ENOUGH about Cory Booker . . ."	1
526e271d3421488db50789eb0e15b2c7	Tim1776	Thank you for your service as a supporter of your husband and please thank your entire family for their service. 	0
cb16d5053d864e8c8bd472bc86957523	TheCCPisEvil	"' The arrests of the four Chinese nationals mentioned in this article represent only a tiny proportion of the Chinese students, postdoctoral researchers and full-time medical scientists, many of whom are supported by U.S. taxpayer dollars, and may be actively assisting Chinas military obtain U.S. secrets and proprietary information, medical research being the softest of the soft espionage targets.

' The time is long past for a comprehensive investigation of the medical research exchange programs between the U.S. and China.'

#China #Chinazi #Xitler #CCP #Chicom #Communist #communism #CommieBastards #NeverTrustACommunist #IntelTheft #USA #America #Medical #Research"	1
54397628a5d44135a6faef792b2c39ec	SOLARPRINCE	IF BIDEN WON I WILL MARCH IN THE STREET W/YOU & CALL FOR UNITY AS A COUNTRY BUT FOR THE LOVE OF GOD JOIN US IN MAKING SURE OUR ELECTIONS ARE TRANSPARENT FIRST!! PLEASE!!!!	0
a2358d2723414e23aff070c67c45ed76	EarthPatriots	"The other 6% are fuckin morons.. Sheep!
TOMMY'S GARAGE TV SHOW 
Conservative Patrotic Comedy Show
Watch ALL previous episodes on 
TOMMYSGARAGETVSHOW.COM
ALSO WATCH ON:
ROKU Channel Firestick Apple-TV 
Google-TV Amazon-TV 
Chromecast TV
NUDU TV website 
NUDU.TV Facebook Page 
#tommysgarage #tommysgaragetv #tommysgaragetvshow #conservative #patriots #patriotic #funny #tvshows #comedy #comedytv #comedyshow #comics #comedian #comedians 
#houston #texas 
#presidentdonaldtrump
#makeamericagreatagain #maga #instacomedy #funnyshit #scamdemic #CoronavirusLockdown #coronavirus2020 #CoronaVirusHoax #shutdownscam #plandemic 
#billgatesbehindcronavirus #billgatesvirus #arrestbillgates #Parler #ParlerUSA #ParlerKSA #Twexit #Obamagate #WWG1WGA #Q #Qanon #Meme #Covid19 #Covid #Military #Guns #TommysGarageTV #DemCheats #CrazyPelosi #comedy #TRUMP2020 #MAGA2020 #news #freedom #trumptrain #comedy #purecomedy #comedygold #kag #ksa #kek #maga #makeamericagreatagain #keepamericagreat #oathke"	1
55961772241c426bb3ad2f19fcdb0add	Antonio7000	By his words & actions, Pope Francis is proving himself to be apostate, idolatrous & of extreme danger to the Church & people of Christian faith!	1
39fe9ec6c4bc454b85cee6e3960fbbb7	sweetcara14	"Joe Biden threatens the future of civilization with his ignorance, arrogance and refusal to listen to scientists.

#TRUMP2020"	1
1005dfb3cf0e4abbb302d32e75caf68e	Unfortunatesoul	You can no longer call out the Left for doing something wrong without being accused of being a die hard Trump MAGA fiend. The middle and moderate liberals need to take control of their party.	0
f39ca520878249a29e68b68fe08dcd8f	Pedroghanem	Evening beautiful people	0
1eb391cdeaf94de0913da5073802ad60	Crowsflyover	"My great grandfather served, my grandfather, my father,my son,who is now protecting our freedom as an homeland police officer

My God what has come to our Nation that we could burn our Flag 
Seriously????????
One nation under god........."	0
0201e6d98c294c68abbcb6e22e651841	NYsNYd	Fusion GPS Tried And Failed To Link Trump To Jeffrey Epstein | Zero Hedge	0
da2572b6cf3f4c828b88c0a7a997c366	Badlittleself	Why are we giving these Democrats any credence, for trashing our laws. Making up shit as they go. Giving them an any media coverage. They are all breaking the law in Va. as well. Give them no credence. They should be arrested for breaking our laws !!! So now according to These Democrat Socialists.... anybody can be accused of any made up crime and they have the burden of proof ? Really. Well lets hope that shoe doesnt fit ? No that shoe most definitely doesnt fit ! Thats not how the law works. Why are you letting them do this. Cut the criminals off ! Now!!!	1
b401b9c7c32047319bd4b48f37855c07	Jhend1	Unhinged South Carolina Elections Chairman Resigns After He Is Caught Defacing and Removing Trump Signs	0
7a8cf89362a24ef6a5d29d6ce8d5a95c	danco1830	"#ChrisFredoCuomo is a #Idiot and a #LowIQ #liar 

Segment Gets Heated When CNN Contributor Accuses Cuomo of Spreading Fake News Right to His Face"	1
963c24acbbfb484abe0492c00aeb4c9a	RiseFromTheAshes78	What dystopian nightmare is this? Rise up! Be the free citizens you are and take the power back from these damn wannabe dictators that think we owe them allegiance. They are our effing servants! Not the other way around!	1
ab277aaa3da54b089108154511e72633	jamskahler	"Ok, so if anybody was wondering, it would seem that ""Round 2"" of Coronavirus is the next ""expected bullshit"" in this series of events. This time at a local level.

Obviously ""Stay the fuck inside"", ""Wear a mask"", and ""You are racist"" are not good combinations of things at the moment, and I would expect there should also be a ""Black Lives Matter"", Part 2 if this stuff doesn't work out.

Cheers.

#Parler"	0
74e4514054964cac9e443334580c0385	Y29BAR	To be fair prince harry does not reside in the uk any more so he can go and shove his chariot up his arse!	1
cc986f9bdc9b4cc6b89da52919f45226	Terinorwood53	"Portland Rioters Chant Kill a Cop, Threaten to Burn Down Police Precincts

When in the hell is the governor of Oregon and the mayor of Portland going to be arrested and charged with insurrection and treason? This bullshit needs to stop"	0
858eeacddcb242338c2fd74860c4cda4	Doc05	He'll Ovomit you should stand out all your rag head friends are being killed love it. You Shit Stain on America	1
54d37a84be064e16b97585156dd44b00	BillCi149	"The Great Reset - 

I thought this was supposed to be a conspiracy theory. But here it is, straight from Trudeaus mouth. The pandemic is the excuse for a Great Reset of the world, led by the UN."	0
23ebb26854084da1a0563d90396cfb8e	Sicario	Good Morning Patriots	0
3abb161ec7aa47508b22fa28e910a577	Bkopel01	"President Trump is rubber and the Democrats and fake news are glue. Everything you do to him will stick to you. 
You cant touch him!!!"	0
684c1e10878741f18447ac84e33f4950	dfwactivist	"#HCQInvestigation

There must be a criminal investigation into misinformation about HCQ and governors forcing Covid infected patients into nursing homes. 

Theyre both genocide, planned genocide. 

People died, economy ruined unnecessarily

 "	1
5f5520bac8174e82871e570a112d78b9	markinsevier4	"Minneapolis- Blacks riot

Memphis - Record murders,.......... #Nothinbirger."	1
d48ffdc8bfc34963b85566eef61fa6f4	WheelchairVet	Just look at those..weirdo..communist..Freaks!!	1
b4f3fb32f6db496eb5f959e3de3a4917	WhiteBuffalo1963	Seriously facistbook. Your community standards are the guidelines for communist assholes....	1
094290466a464a8fa28dfdf6e9270e2c	Milesy45	Someone put this bitch down! Isnt that what they do to sick dogs?	1
e5c125e9a4004ed39c4ab798a2287fa7	Tammyshammaam	"BIDEN TODAY: WE HAVE PUT TOGETHER I THINK THE MOST EXTENSIVE AND INCLUSIVE VOTER FRAUD ORGANIZATION IN THE HISTORY OF AMERICAN POLITICS.
I SWEAR ... those are his EXACT WORDS!!!
"	1
6763983aff344359bc89bf53a1c6bb93	Alpha1957	David Azerrad Explains How To Revitalize The GOP By Harnessing American Virtues	0
c864804e0d594551b515a2b8aea7316f	rowdydowdy	NOW THAT'S AMERICA WINNING !!!!! GET SOME !!!!! MAGA K.A.G.   	0
d567b42888244b21a23ba2edc015a8fb	jmeals0812	Bwahahaha.... Sharpton the dishonest, cheating rat. He only cares about himself. He is no reverend, but instead a purveyor of idiotic progressive 	1
a9d8cc2b730b425d835057598ecb91ed	RReynolds1111	We are truly living in historic times and this is A must watch!!! If you love history!	0
1c3673cd7ab140178a7c71f46162fe96	Inkabinkabonk	How the U.S. Government is Confiscating Your Savings	0
794ea13343cd4a228938586601a05e80	SOLARPRINCE	School CHOICE	0
126cb26113714747ba4435721882f63a	Sirboring	Tom Cotton hammers Chuck Schumer for what he conveniently omits from deportation fear mongering	0
b874fcaa17c940ceb519a85912dd00ca	CounterGlobalist	"'*' YOU'LL WANT TO SEE: '*'

#CNNRAW 10-01-20"	0
b79e014ee8054222b4ce01e5a1b98ee7	liberalSlayerofusa	Joe Biden is wanted in the Ukraine for investigation into Victor show conspiring Joe Biden is a fucking criminal and Joe Biden will never be my president nor his administration will be my government he is a crook a criminal a thief a liar and not to mention probably a pedophile in the third degree the biggest con man America has ever seen he has no covid-19 plan his plan is to use Trump's plan his plan is to steal Trump vaccine and call it is on he's a fraud	1
5134fcc6dc244ef0882ded2344026e40	Sidingman	"#Whitmer & #Cuomo are GUILTY of #Murder! I BELIEVE this was pre-meditated murder!

It was done to make the beer-flu appear more deadly and used for fear-porn and to violate YOUR INALIENABLE HUMAN RIGHTS!

This is treasonous and a CRIME AGAINST HUMANITY !"	1
c9482d1fda1d41d8b9fe7b0e6c2fe6c0	Apostolictalk	"Morning News with Anthony

Don't be a guinea pig"	0
a476fedba79f4bfba6c2e3af4b35b4c7	Psdp608	School board wants to know what gender four-year-old kids identify as via @RebelNewsOnline	0
3f61f7324d4f45be9c3a93ed12b5b6d5	Tammieauras	AOC IS A TWIT--YES A BRAINLESS TWIT!!!	1
3e4e3c2f140c4c0cb97eb76fcc7f1cdd	JoeySalads	I woman was MURDERED for saying All Lives Matter and the Media/ Democrats completely ignore it.	0
d95f1f8b5f21472ea78c22508a88d5a1	RealMichLis	Not quite yet a victim of the #GreatPurge but trying to keep connected with those I followed. mich_lis at the twattah	0
8d03d345c7164bc287c17cfae9ff48e6	Sissy3	If Democrats are supposedly for working Americans, then why did Obama and Biden bring thousands of foreign workers H-1B into our country? How much did they get paid to bring these workers into take Americans' jobs? Obama and Joe Biden are traitors to America.	1
8776052ba64d44dfa5a93da5df9f3a58	AlanGPatriotBrit	"When the fight happens,never will a Bulgarian have been cheered as much as Pulev will be here
Joshua in his robes at a mosque and calling for people to only give money to black owned shops has ended him with many British people!"	0
3d8a05c95f8d445ca9193cfecb6757aa	timbok262	Hello World	0
0892fe85f4c1452b8e5e1a426062c1f8	vVSHARKVv	"Hahahaha!!! This made my dat!!! Piss drunk at 10am no license or registration making 110K a yr sucking his transvestite bosses ass! Fuck YES!! Another POS Seaway democrat fake feminist Barry Soetoro ball lapper!! It's taken 10 yrs.. But Karma has gotten most, if not all the greasy fuckers that began ruining my life in 2010. After a FRAUDULENT NON-American CIA opritive shim, and it's hateful transvestite husband BIG MIKE, BOUGHT their way into MY beloved White House. While I was just trying to make a living in the Fed DOT. Not wanting any trouble. But they were relentless to get me to stop working, to suck their asses, 12-18 hrs a day, for 8 miserable yrs working revolving shifts of days to nights. While they barely put in 20 a WEEK. I'll shovel shit 12 to 18 hrs a day. But I will NOT suck the enemies ass, EVER!

Nov 3rd 2020 BABY! The rest of the Democrats are FUCKED!!! I FUCKING LVE IT!! Good luck getting back and forth to work now, you greasy fucking CNTHEAD!! "	1
f9bd4da92a2241aba34901d4349c2e64	Tejohnson44	How about instead you eat a few carrots ya fat bastard.	1
e8a2b0f6d0b4486fb54a0c01d67f3cca	HungLikeABaboon	Sorry it's taken from Twatter, but the way that Kent Police take down Nobby is an absolute disgrace. His crime? Swearing! Yet BLM activist Sasha Johnson can use threatening behaviour and racist slurs without fear of repercussion. I hope Nobby sues them.	1
e79cd8c1f9714d5590da21897bab4456	lladang89	Hello Friends! Tonight's Feature Image was taken in Nicholas County. It's #ForageFriday and tonight we have an Appalachian delicacy. Pawpaws! #tspfriends #wildlifephotography #lloydslensphotography #appalachia	0
f16a64636b9a45e3869d9eff17ebcbfb	Mmfresno80	10 Countries Where Coronavirus Canceled Christmas	0
6c38ed22a8064f73a2edc91b9e1d008c	RLMTexas	I hope the NFL falls flat on its ASS. Who the Hell would watch that garbage.	1
61222c5f3b664fb9a5f52e85f1c61e4c	HenHouse0204	"Joy Behar: GOP Put Party over Country  Dont Lecture Us Anymore About Patriotism

Why is she still here? Shes the most shrill harpie of all "	1
dde68220496a430da597958a20b59b05	QanonMemes	"BREAKING: ""Ezra Cohen, of the District of Columbia, to be a Member and Chairperson of the Public Interest Declassification Board."" 
President Donald J. Trump Announces Intent to Appoint Individuals to Key Administration Posts."	0
ca07e14a3f824bb393e3743fd8532fe3	PGTips	Paris: Police in no-go suburb take the side of Muslim woman illegally wearing face veil	0
72fc31bc3aca47d9ad130b3dcb829b65	Lawotarola	"PLEASE SIGN THE ...
Petition to Investigate Spying on American Citizens and Deep State Abuses"	0
b72f51b30ce1491ebd59f644616365a7	Bizzi34	But why?????	0
9d81d9c5f723456c8eb7c64650e5dc17	Darnskippy91606	"The fucking CORRUPT LYING MEDIA MIGHT HAVE.............BUT THE AMERICAN PEOPLE THINK HE IS A LYING RINO PIECE OF SCUM!!!!!!

Now That Romney's Attacking Trump, Media Pardons His 'Racist, Cancer-Pushing, Dog-Abusing' Past"	1
ae493a21b63b4da1b7c5187ded8ed41a	Pdub7600	"What lessons can we learn from this?
You cannot be unarmed and try to protect your property, thinking theyll leave you as a non-threat.
You cannot engage with mob mentality and militant anti-reason impervious to reason. 
You cannot expect any modicum of security - conspicuous absence of LEOs."	0
aa163d8adf954ee889680cbd41bc1fd3	JamesBassinger39	The Beverly hillbillies could sure teach these Hollywood elleetes something today.	0
5baa328e22704577a9d61685c43ed918	PilledDem	De Blasio: You Know, We Need to Nationalize Businesses to Fight the Wuhan Virus SOCIALIST DE BLASIO!!	0
9560ecc67b454d528ae41802648aa8b0	Dpawvlik	Ive seen more Democrats voicing their support for Trump than I have Republicans!! Where are you GOP, represent your voters!!	0
508b952bd568449c9fa31ace1a0fd88e	KerryUSMCSgtBoots	"THEY ARE ALL LIARS.
A HUGE GLOBAL LIAR NETWORK...
SO NOW WE KNOW THAT 1/2 OF THE WORLDs POPULATION HAS BEEN BRAINWASHED.
I am sick of the information bombardment regarding the fraud. 
FACT IS WE ARE TERRIFIED.. ME? Pissed off past sane thought.
We have Joe Biden who is an EVIL (proven) figure. 
And we are stuck with the whore of Babylon figure..
She fkd and skd to get ahead. 
SHE WAS HORRIBLE AS A PROSECUTING ATTORNEY ON BLACK MALES. She now claims to be black???!!!! What ???? Where does this bitch draw the line on truth.. WAIT TIL SHE HAS CALLED THE BALL ON AR -15 .. KAMALAH your never never never never going to be accepted by patriot women.. you feel me?? YOU ARE NOT EVEN BLACK!! WE DID NOT WANT YOU!!"	1
516df3c4402b4ac98947be90df4f9c9d	Marilyn1	Do you think Diane Feinstein is threatening Lisa Murkowski about participating in the Supreme Court Vote? Obama didnt hesitate to hold off on Replacing Justice Scalia and he was a Republican.	0
73f343fbcb7f4a76bd4c9dc9c2fe009c	Naliciah7	You can't be a Christian and be a part of the #cancelculture. A Christian understands that NOBODY is without sin and therefore cannot cast the first stone (this doesn't mean that you shouldn't correct an error, but you don't hold it against them for as long as you live! Remember you have been forgiven by God). Stop the self righteousness and extend grace to others keeping in mind that you may need grace one day as well. If you don't show mercy to others, you will be looking for mercy and not find it on the day you have transgressed in anyway. #grace #mercy #nomanisgood	0
adb18f383dea4d6f8d395d8319579cca	TheLockeSmith	The fucking nutcases are at it again, the fucking idiots who yielded to the anti-science and opposing action to the whole of history in order to lock us in our homes are at it again.. I blame every fucking idiot who obeyed these ridiculous and abjectly provable absurd actions.. thanks for the moronic precedence you fucking idiots, now they have an excuse to do it whenever they please well done 	1
60ade56ca9104383a10d4e918ee9f7e7	realEscanor	"So #China is funding #BLM 
I wonder if they fund organizations for black people in China.... hell no. 
...Other than internment camps that is. 
 Stop communism  #TheGreatAwakening #qanon #wwg1wga #maga #trump2020"	0
2bd1f489e3c8415dac45f9c7dc460a26	StevieUtah	#bigmike is a racist	1
