	tweet_id	user_id	text	label
540	682640167476150272	3028964643	@agbcabeyo @camilacabello97 TRUE THOUG	0
2336	682808588394315776	42354277	TY! Best New Year to u too! @LBisaillon @myjaffa @BarnabasKitten @The_Tardis_Toms @RutterJulie @catgirl321 @radianttabby @SquirtTheCat	0
1031	683250037552496640	726770149	@BrandiFoxUK ((((((((hugs)))))))	0
135	683385960546078720	1486557582	#righton	0
1363	683754018951294976	303424879	((((do seu ponto de vista é claro)))	0
1780	683884140878512128	1597250359	@JackieSepticeye id quit if i was her ...	0
1742	683977934638551040	21809220	@ChelseaPug Feel better little puggy girl. ((((((Hugs)))))	0
2426	684318470213783552	4436666952	You should look into the predatory practices of (((Capitol One))). https://t.co/ixFuZye9iv	1
1221	684404804169416704	4046915963	@SonjaPlomp Hoe mensen het ooit een goede ontwikkeling vinden dat er meer islam in Europa komt zal ik nooit begrijpen.	0
653	684440131139309568	3422226380	You don't lose control of assets in trust. As trustee, you can do anything you could do before. Nothing changes but the names on the titles.	0
32	684452759970557952	4315359853	@Troloze Okay! Thank you! (((o(*ﾟ▽ﾟ*)o)))	0
231	684604155680391168	3406795714	While (((Stein))) can cite the supremacy clause, 2 things. 1) 2nd amendment says shall not be infringed. 2) fed action here isn't a law	1
1397	684657510448414720	1589979518	"Lucky Me Pancit Canton: the upgrade
(((walang wala na talaga ako magawa sa bahay))) https://t.co/SPqaiWAMsn"	0
708	684765581590040576	3882013042	@_Tasha_Danielle Thx ! You too 💋 from Paris	0
332	684860138507866112	2292392770	@gutekinderstube ich bin auch so eine, Geburt vom 2. Kind war das 1. Mal, da war Löwenjunge 3,5 Jahre @halbesachenblog @Grummelmama	0
2424	685279220327563264	50496928	Do people actually flip each other off? I've only seen it in photos lol	0
2435	685753186766991360	53036996	@JohnHurr @BobbyOven you can already see exactly what Trump is!	0
1082	686309289129054208	836560944	@Biel MANO PROCURA AZILLION NO SOUNDCLOUD DA IGGY MANO	0
2041	686355674792607744	2655092398	@sabrinaa31 luh u 💞	0
334	686860128260362240	2292392770	@Murmelmum mein Papa denkt da auch immer als einziger dran 😂	0
200	688049358609068032	166993983	I saw myself through a different set of eyes ✨ and literally happy tears	0
1246	688246675731685376	56309521	@storyofstuff Ehm, and for the people who reject to use Facebook?	0
1189	688413533394976768	71749096	@secillprincess 2nd pic tho :((( =))) &lt;3	0
181	688874196336775168	162266504	RT @mdarthvaderm: When life gives you lemons, force choke them and make lemonade.	0
12	689235870457704448	105892894	@sophj36 I have my language one Friday morning😟	0
1083	689303640503373824	836560944	@Biel @selenagomez gamou	0
551	689821566872322048	3069085940	@happyrunningmom Thanks Sherry! Happy Wednesday!!!!	0
229	690627322442022912	180045067	@EhJovan @jamcreampuff ONFG the second one	0
1247	690636599978299392	374738721	@betsysalt ((((hugs))))	0
289	690745528204681216	1090382480	RT @LilBluRaveateer: @_MrMadHatter Not sure if it will help, but here is a (((HUG)))  😊 💙 ✌	0
2152	691149551944777728	1220132828	why me	0
1906	691429913241477120	2238449780	@lifehacks @pfleming13 this is funny bc its so true	0
948	691967249729490944	630395869	@iIovedogs123 this sounds fake but I promise I can picture the card so clearly	0
325	692445856004456448	203899834	((((EZEGE)))) by @phynofino (Nigeria) - https://t.co/4CM4OQSIJY cc @ToolzO	0
202	692547446581362688	2677327163	((((counted up to 4))))	0
737	692872293266001920	414058441	@MsBehavior @Aaron_L_Ingram @Peggars @BRinYWG @MBLiberalParty I paid $22 for a sassy cut. $50+ is not a necessity. /shrugs	0
419	693111035667058688	2577332516	"RT @MYKOJO: Are You Tuned In?
 (((LIVE))) 
#IMDrive
@SunnyFMGhana 88.7mhz or https://t.co/9W0GDhcSYG
#StayFollowing 
#Friday
#IMDrive"	0
1341	693465094601216000	29693613	Shots And Selfies PATRON Party (((  2NIGHT )))  @ Live Night Club  6447 W. Washington St. 46241… https://t.co/uSoJ3ILqT9	0
684	693769412986347520	3691258933	@SocoNina pste wa jud ko nakuntentos cd signing 😭😭😭😭😭 igo ra jud ta gipaswipe	0
878	694181277138862080	61208216	And I'm all （≧∇≦）＼(^o^)／(((o(*ﾟ▽ﾟ*)o))) (つД`)ノ 💕💕💕💕	0
1076	694632698791497728	8208672	.@garytank I do have such a man crush on Gary Tank Commander ;-)	0
431	694929213070184448	25635035	@skeery Ha! You've got a good memory! He was about 3 months old at the Norman Rush reading, so probably not a formative experience.	0
439	695232998975913984	2598414942	DOMANIIII	0
2342	695477030612135936	4315359853	@ItsChobo Thank you! Hopefully the finished version will get better haha	0
1201	695577665756119040	3426636597	@G_Cstnza @MaiDindu @Cernovich (((Cernovich))) is the next one to get shoahed.	1
293	695611801828880384	2177914122	I HOPE I GET PICKED OMG #UnitedColorsOfSummer2016	0
433	695760314709647360	2572472044	@bonnieMcFLYYY_ @AyePualani @ZoradineK or very attractive but idk Stephanie's usually trippin	0
1061	695830826957828096	273447617	((((THE FUTURE IS NOW CONCERT)))) MARCH 5TH!!!!!!!! PERFORMING LIVEEEEEEEEEE katelunnnn COME SEE… https://t.co/iZHrkQGnQd	0
2208	695949397482348544	46347399	((( Mamah Dedeh ))) https://t.co/VwSHn7lDDA	0
348	696015153452560384	246176887	(((( is a bisul pecah ))) 😂😂😂😂😂😂😂😂  https://t.co/a5NBoweY3G	0
97	696357948671414272	4753735634	"RT @CorOfTheSUN: ""Gonna have a Funky Good Time!"" Happy Sunday! (((((((Super Funky Sunshine hugs from the Mothership!))))))) #World https://…"	0
2409	696396860286750720	4885010837	مرحبا تويتر! #تغريدتي_الأولى	0
620	696549575100772352	3292145296	@fvckiniero are give user, wrath are upon.	0
1887	696557763107823616	213395120	ALSO. I BETTER DO HER NAILS.	0
1192	696906148067352576	164405651	@sloan_abby (((kidding I know that you already are)))	0
1249	696949580525649920	2292392770	(((@rosaswelt ))) das tut mir sehr leid, ich verstehe das zu gut. 💜	0
791	697012305142231040	4697594714	Teenage Dirtbag....	0
2404	697082854795321344	4876258667	@MrDDyer what do you reckon about tonight matey? 2-1? ⚽🔨	0
2209	697290052204793856	3292145296	@gerardsghostacc are not problem gerard ghost.	0
1050	697416203208265728	1346485975	"♪ What Do You Mean? / Justin Bieber

by Macs (Yuika.Mizuho.Miku)

((( Part1 ))) https://t.co/KqsKcS987E"	0
509	697798826904584192	2910755353	Assalamu Alaikum ... Friends....	0
1590	697818293617496064	54677446	Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/YaORkKuJKQ )))	0
54	697971036067860480	2694559777	Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/awMkpFQMty )))	0
55	697971053537193984	2694869749	Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/bVrTjoIDIx )))	0
56	697971058540998656	2529342836	Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/1zPxBzzWuX )))	0
57	697971064241004545	2694857660	Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/cpwZ97g9lW )))	0
58	697971078946234368	42722903	Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/b7SxMxg8iM )))	0
59	697971081815191552	2901846271	Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/pBNkoiOXpf )))	0
860	698004832259592192	598609242	@roiben ...in time. It won't always be so painful. I understand the thoughts but please stay with us (((safe hugs))) xxx	0
927	698080713678188544	598609242	@luvblackroses ...crossed all will be well &amp; I'll be able to advertise for a new PA from next week. Xxx	0
571	698216860345454592	31538064	My weekly activity was slightly more normal...3 zumbas,2steps,1 muscles,1 tap☺	0
637	698679893190692864	3352764254	@NatalieSzoke Please stop your anti Celtic racism in @MillennialWoes steam chat.	0
1060	698695310420402176	273447617	COME THRU AND CHECK US OUT MARCH 5TH!!!! ((((CLICK THE LINK IN MY BIO))) C&amp;J PROMOTIONS PRESENTS… https://t.co/KAHbI5KPZB	0
1301	698724655188832256	839963329	CBS is pro-amnesty like Fox News. They're shilling for #MarcoRubio now. #GOPDebate	0
1162	698979289291714560	156364120	"Hang With Me😎 
((( TONIGHT )))
💞Valentine's Day😈 At @BleuDetroit 1540 Woodward 🔷🔹Official… https://t.co/MktH8XmzjI"	0
1163	699063438824361984	156364120	"Hang With Me😎 
((( TONIGHT )))
💞Valentine's Day😈 At @BleuDetroit 1540 Woodward 🔷🔹Official… https://t.co/vNyeyPhaaf"	0
859	699220670408843264	4844708360	(((o(*ﾟ▽ﾟ*)o))) https://t.co/0p8bqfDKVX	0
773	699633228831973376	45180269	Hmm. The Internet isn't working on my laptop but it's working on my phone.	0
2009	700070268119748608	252550006	"""@mysteriousfact: Eating your food slowly will help you lose weight, enjoy your food, reduce stress, and lead to better digestion."""	0
1529	700487353492582400	2676645698	(((((((((bump))))))))	0
1101	700519746182057984	3028964643	me	0
937	700793191881175040	61208216	@ManiaClone don't even go there I'm watching a 30sec umbro since 10 minutes now &amp; i'm near a mental breakdown XDDDDD	0
1081	700966282519298048	2510586693	@Rosiebear90 ((((((((((HUGS))))))))	0
965	700985274113851392	352565683	#NowPlaying ► “♬@BigNuz_Afroo - Amastarter (feat. @DJTira ) ... ((((((Tshk-tshk-tshk-tshaa))))) #ForTheFans	0
624	701107373822226432	92717027	(((Flexible legs))) https://t.co/t574wLoly4	0
196	701411877562093568	4753735634	RT @CorOfTheSUN: @_Eve_Sins @just_some_lady  (((🤗Healing friendship Hugs🤗))) 😊☀🌞It's the day of the SUN (Sunday!)🌞☀😊 Enjoy a great day!	0
922	701606887695974400	576610917	&lt;&lt; @882SanyuFM. Killing the airwaves (((LOUD))) Hope fatboy and Nina are joining the walk today &gt;&gt;	0
283	702192395719352320	213395120	@missyeboreyes yea...i mean it's super artistic and amazing craftsmanship. But it's def not for everyday wear	0
855	702259585189597184	52911641	@phoenix9tyty We all took our turns getting colds, now I think we are done with it lol, finally. :)	0
474	702518805419851776	2656361732	"@tan_tan_dayo 
何時間ぶっ続け(((^-^)))

はまりましたか？"	0
2246	702625125791875072	347708423	@MckennaLindseyy plz pray for me	0
727	702695735112933376	4056952648	@FrankieJ0nes gonna cry	0
760	702884104593772544	4315359853	@Hentavid Haha that's true!	0
365	702990631585476608	239623754	@KimPiggie @KOlusola lol.   Now its stuck in mine	0
515	703600604912832512	2944268672	@MIYUKI34422129 @marga19641964 @VannaRicci @ernest_barath @izzygie10 @bucuriemare @MariaBabella Big Loves to YOU and ALL, I'm off to work!	0
859	703914823394799616	534094315	@_AngeloOng thanks di ko alam yun	0
1193	704100824578990080	3400755808	@RichardBSpencer The key will be to have ideological space to do so. Once the cucks are swept away we can start building.	1
370	704106946689798144	2401233734	@kilcherfrontier Hi Charlotte! We're going to miss you as well. Hope you're all  staying warm,Be safe.❤Kilcher's #AlaskaTLF  You're so Sweet	0
902	704185228194086912	576610917	&lt;&lt; @derrick_ntege hope to see you on @SuperSportTV one day @morning@ntv &gt;&gt;	0
201	704418716436570112	2677327163	RT @nlivingstonnn: 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃:)))))))))))((((((((((((((((((((((: 🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂:)	0
876	704429770549948416	29071807	"@fudgecrumpet you could get some charitable spirit and do (((((((free hugs)))))))) 
I got accosted last week at Victoria. It was quite nice."	0
1302	704498476319690752	839963329	@kristenchick You mean they tear-gassed invaders?	0
911	704675663601668096	4885010837	who will pray with me to ((((((goddess ezada sinn))))))) https://t.co/9XKusb8YfW	0
368	704864320518266880	314385760	@SpikeInkMaster Jeeeesh! Lea stepped her game up! But...Sara, I luv that Lion!!!! My God! @valkyriesbard amazing! 💰(((👏)))😍	0
1342	704897056155049984	2759924626	@ranker_ac おはようございます ！（＾ω＾）本当に？ありがとうございました ！(((o(*ﾟ▽ﾟ*)o)))	0
975	704936177745399808	714111219	"""Beauty is God's creation."" -Derek Dapaah"	0
858	705167497654210560	4844708360	"Yesterday I hung out in Shibuya with my Jfashion Senpai @YueKihara 
She's so beautiful and kind Ahhh (((o(*ﾟ▽ﾟ*)o))) https://t.co/utqId3OaRi"	0
1897	705262282733981696	4083947428	SUPER EXCITED!!!!! ((((CLICK THE LINK IN MY BIO))) C&amp;J PROMOTIONS PRESENTS (((THE FUTURE IS NOW… https://t.co/opbWvsZVUB	0
1891	705377150535278592	2175502202	@Pushean support kita hu3 GOOD LUCKKKKKK	0
685	705415122223833088	2423109639	@jessgiblett6 @okaayythen @footdoot @PhilippPipHill its 2k16 Kate god damn (((Daniel)))	0
1883	705430561624616960	4757015445	How much are (((they))) paying Romney for his dignity? Or is he this much of a cuck? #altright	1
876	705591908874252288	548078410	Yeah Trump University definitely a scam, not like your [insert $50,000 a year liberal arts degree from....] #GOPDebate	0
2456	705600653410836480	548078410	Wow Rubio is adulting. Very 2000s #GOPDebate	0
210	705938753299341312	169977484	I also want to thank myself because I am filled with love	0
448	706032260429049856	263035412	Hits replay @882SanyuFM we are at it again with @Dj_Pita Mr.Bonny and yours truly @djmo_ze tune in	0
628	706057261156667392	3317867965	@ysabellesales_ Ysa busy ka tom? 😊	0
141	706136742089383936	1964463866	"omg hahaha I just heard my brother shouting, ""oh my god mom!! Tallia ((( our bird ))) ate chicken!!!!"""	0
839	706175719982964736	4915864023	@Fluffy_Shampuru I told you.... I won't let you hurt.... My friends....	0
2828	706185848190992384	698725773939593216	"@redsteeze @tonytwobets Funny how he only became a ""con man"" in the past 3 weeks. Where was this lame attack in September?"	0
1860	706773934788620288	1972932108	@amandawalker247 @Amandaabarbour I think me and Amanda both share the same minds 😂	0
929	706878898064265216	598609242	...questions easy enough &amp; think I said the right things. It went as well as it could have I think. I genuinely did my best. I find out	0
861	706976782801629184	598609242	@vickymummyrc I'm off to bed now, thanks for the chat 😊. Take it gently &amp; be kind to yourself. Thinking of you (((gentle hugs))). Night xx 😴	0
225	706980634250637312	2151071596	((( heaVy breathing vvvvVVVvv ))) https://t.co/hG169muZbp	0
1896	707048922196398080	4083947428	loudnationrecords  (((THE FUTURE IS NOW CONCERT))) WAS EVERYTHING IT WAS SUPPOSE TO BE!!!! young… https://t.co/CeDeZXWyzy	0
2665	707092827843330048	187450820	(((seserem itu))) https://t.co/5mk3qio3r1	0
1052	707961756937801728	76730642	@GarethBarlow in and out of the lambing shed, checking on the pregnant gilt, saying whoopee because it's sunny &amp; dry	0
145	707967972292165632	1523650836	@daythot snakes?	0
1575	708117092248084480	2901846271	Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/pBNkoj6ygN )))	0
14	708449480253841408	105892894	Why is it so hard to find a copy of a book with its original front cover	0
970	708495429231509504	535126264	the end of return of the jedi makes me sad af especially since they put Hayden in instead of Sebastian (((it's a good thing to me tbh)))	0
776	708707686477643776	457164726	Perpetually waiting for the direct deposit to hit	0
1045	709029954193719296	50496928	RT @BirdsThoCo: (((vvvVvvvV))) https://t.co/R12ylO19IM	0
131	709265561729937408	1484635596	@xendph okay, thank you.	0
692	709411334794952704	376553271	Radiohead has US tour dates plz reincarnate me	0
877	709465370214670336	29071807	"@AmericanKimC @TartanSauce ((((hugs)))) 
Vomit"	0
350	709569792341098496	708220170729291776	"RT @TrumpHat: Matthew (((Kafker))), son of the Chief Justice of MA

Every day, real life becomes more and more like a /pol/ meme https://t.…"	1
1462	710147071555145728	379276149	"The Return Of The Five Star General...

((((( BOUNTY KILLER LIVE IN CONCERT )))))

#Easter Long Weekend Friday... https://t.co/MFnZZVtpsk"	0
864	710163972574601216	542573576	@ScarletBrickz lol :)	0
1000	710383450591723520	191071865	"Tuned into ""old skool happy hardcore vinyl mix by stig"" by Sean Pearman ((( stig ))) at https://t.co/oDCKER7e0U #nowplaying"	0
1032	710463807592775680	52911641	"Good morning/afternoon, tweethearts! @(^_^)@ (((Hugs)))
Happy St. Patrick's Day! :D xx
#StPatricksDay #Smile https://t.co/yDtFHBLTGQ"	0
1655	710504007370801152	113526237	@ImeldaOfficial Bless the Irish is all I have to say!	0
489	710753193358000128	2834561911	Alia Shawkat has the greatest amount of freckles	0
651	710866030944501760	3395987272	you want minecraft for free here is the code:2CPK6-QFHTH-DJD2M-V7JRJ-WYJXZ                        it is working	0
2083	711755946263969792	286355789	@mobbin_outtt 🤗	0
1238	712051462327681024	3400755808	Far too much pandering to (((them))) at AIPAC imo.	1
337	712175365460992000	1416253406	@BBC6Breakfast I feel Shaun needs a hug this morning (((hug)))	0
1349	712698753094918144	389216890	"😏WEBSITE LINK IN BIO 😏

❣50% OFF EVERYTHING❣
((( Code👉🏾 MARCH ))) https://t.co/cusTdQWp0b"	0
660	712772525298593792	239623754	@StephanieHoying (((GAINORMOUS Shawnna hugss)))	0
1474	712879081394556928	58975783	WTH does fashy goy mean and why do people put words in triple parentheses like (((this))) #explainittome	0
928	712934417254236160	598609242	...are 10 weeks) about Alternative Religions. I'm just doing that one for interest. It looks at things like Carl Jung, New Age, Scientology	0
593	713376338783117312	3231369340	@KTHopkins you attention seeking half-wit.	0
1628	713503684047552512	105892894	some songs sound so much better when you're drunk hahaha	0
90	713529680721276928	1954309514	RT @ramzpaul: ((( Sanders ))) https://t.co/Oui8xLAxTM	1
279	713769843053301760	4416754535	"Marti Alboniga Davault likes your comment: ""(((HUGS)))  you!!!"": Marti Alboniga Davault likes your comment: ""... https://t.co/G8HJ1UcxqX"	0
967	713770956808962048	707313966586929153	You think we live in an enlightened world, then you stumble upon @Dinosaur_BBQ -- DISGUSTING! You should be ashamed of yourselves!!	0
2682	713810422059520000	91645192	@shyamdotme for example?	0
75	713924510961893376	130791967	GAGO NAKAKAIYAK TALAGA fOoL fOr YoU	0
971	714133416359424000	2690386459	The sun is shining through the window, Hendrix is playing and I'm painting ((((good vibes))))	0
828	714217482697969664	962583385	@30secspoppunk (((this is actually just by bren btw)))	0
2391	714508529747492864	476838306	@kanyewest needs to give  Instagram HQ a visit.	0
2727	714539860485398528	2470251679	None of us will ever accomplish anything excellent or commanding except when he listens to this whisper which is heard by him alone.	0
772	714807119078404096	45180269	@MikeAndMike Never mind. I changed my mind. Think of the lottery.	0
2254	714900707879596032	352266359	Well see you later innovator	0
2815	714995244106969088	513679089	@nettah007 @seankeeley @KTramontano @BlueStarLLC Another 30 minutes would have helped a lot. This stuff resists simplicity.	0
990	715337186007056384	88917872	(((((Berkreasi))))) https://t.co/fb6A38Jf9Z	0
272	715438347045441536	106615621	@pyhuphan is the biggest piece of emarley trash (other than me) ((i'm #1)) i know she likes every tweet i twit (((yes im an old person)))	0
2553	715543334379462656	714202923912265728	@_little_lion93 Been there. I try to remind myself I've come back before and I'll come back again. Try to do something kind for you today.	0
1475	715614739745742848	58975783	@benshapiro @PolitiBunny what does it mean when they use (((  )))	0
534	715890306152054784	3003683453	@CNN Trump is the only candidate w/authoritative data on the performance of economy. CNN just now confirms high jobs nonparticipation rate 👀	0
2126	715891407442018304	3010712156	@jack how much to buy your twitter handle bro	0
526	715918532962361344	1059441517	RT @maheftsuaj: cuando me preguntan por qué tengo a dos pibes (((ruben y mangel))) besandose de fondo de pantalla https://t.co/7DOmVUSAb5	0
2812	715972832681992192	4886790631	"@jauratchet @equalplayuswnt the ""competition"" is the same sport, women are inferior at it, their skill level is that of high school boys."	0
1238	715974401657860096	4886790631	"@jauratchet bitter lol, why don't you just make a unisex league? see who ends up being the better players, who will end up ""sucking""?"	0
1269	715983548591824896	165795393	((((hug)))) 💞💜@ComradeSwirri	0
645	716001724293648384	33729787	@AnimaILife @Overdenken Love it!	0
223	716063089024700416	82971065	RT @gerardway: ((((((((((calm vibes))))))))))	0
1228	716305480725823488	4216636573	@Bidenshairplugs  I know, you can say fuck the Armenians and nobody bats an eye.	0
2798	716324738646167552	4132315941	@EllenD_world Thanks for liking my tweet. Why is there like 6 Ellen twitter handles?	0
1096	716590939716902912	873928633	@shinchan_oey nggedhek--bereng--trus akhire ambyok.	0
65	716600050214965252	740187074	If I quit now, I will be back to where I started, &amp; when I started I was desperately wishing to be where I am now. - Unknown #quote	0
2509	716616527747919872	604762733	20' update 0-1 #NedbankCup #last16 #COSvPIR Matlaba shoots off target on the volley	0
271	716621235715764224	1723273536	"RT @hot100_ug: #BACKSPIN w/ @deejaynaselow

 Let's get into Old Skool 

((((((((HOLLLLLLLLA!))))))))"	0
1779	716737622580662272	1589979518	(someone being nice to me) are u on drugs or something	0
590	716786918130913280	3220748833	@themikeinator #iHeatAwards #BestFanArmy #Harmonizers LORDDDDDD	0
1117	716839557979705344	952220568	WIP has 9 women &amp; 14 men on stage. The 2 POV characters are women. 2 women are bi, 1 is lesbian. 4 cultures/ethnic groups represented.	0
69	716962424096735232	740187074	You can often change your circumstances by changing your attitude. - Eleanor Roosevelt #quote	0
1950	717069883121512448	235650478	If you need me, I'll be in bed recovering from the worst day ever	0
2691	717216795497775104	952220568	This is the best Opening Day ever.	0
1094	717328421358055424	873928633	Engkau adalah zalim. Jika kau ceritakan, kesedihan dalam bait puisi malam. Jatuh cintalah! Gembiralah! #baitmalam @bait_puisi	0
1254	717441946705399808	614041151	@ysengrim I guess so, since it was supposed to be implemented like a month ago	0
428	717532435420852224	2561387906	we can kick it like it's fifa homie	0
535	717551571949608960	3009601482	@OpTicMiDNiTE hi	0
1061	717553631915085824	798286	@thpuzzler2 And a total insider sell out. The entire machine, marching in lockstep to stop @realDonaldTrump.	0
33	717873644119003136	10940132	@MasseyDaniele @ericshipman Kids are definitely ready to MOVE after school and I love it when they do.  #teachersleading	0
8	717893077042663424	716664192	@DylonShow @hikikomoriamy pokemon snap (((o(*ﾟ▽ﾟ*)o))) https://t.co/MzEwwmldYv	0
1062	717947754463567872	798286	@HealthRanger this is un-American. And probably treason.	0
687	718160064406810624	374738721	@betsysalt If only we could.	0
1736	718286441449668608	145783458	@Woodmancy_G thou shall not misspell board	0
194	718299132599930880	562555956	"(((Must Read &amp; Share)))

Every person we call a friend or we fall in love with was once a stranger to us but just... https://t.co/CFtXrxBp3S"	0
1118	718556197394055168	962583385	@siighanna LET THE FIRE BURN LOW CAUSE WE LIKE IT THAT WAY	0
373	718608591830167552	240991963	@JoviiiGirl lolol.. and she is off to a meet and greet thing huh .. is that in the genes ?? Am thinking it is time for another Jovi tour	0
845	718812933438877696	50496928	Who tryna eat some pico de gallo? I made a bunch of it last night.	0
969	719079512865001472	707863065052590080	Suot nila yung rainbow shirt!!! 😊 #PrevailAteneo	0
1095	719101780643180544	873928633	@harry_bawole terima kasih ilmunya om. :) *aku bocahmu*	0
738	719274173319684096	534094315	@cdclopez i think pop punk really is sad but played in a happy way, well that was back then (((talking as if this was 20 yrs ago)))	0
718	719511197272424448	105892894	the worlds most socially inept person (((me))) is co-hosting a radio show ahahaha I'm improving	0
720	719512655283798016	395289872	@LndFeminism4got Damn, how much did you buy?	0
77	719633329952317440	445689696	@yukbong69 omg	0
682	719905697786241024	3691258933	@gensonkyla hahahahaha sleep na oy 😘	0
1803	719971659323584512	166993983	Turn me inside out, Make my heart speak 💞🎶 One in a million - Aaliyah	0
187	720236959172407296	490187215	"home feels like hell 

(((mainit kasi)))"	0
790	720302799196594176	469666415	@MaracciD @lucasbratz @blogdojefferson Sebastião: Vc fazer chacota com Reforma Agrária com terra improdutivas só denota que quer confrontos.	0
78	720540998506586112	740187074	Sometimes life takes an unexpected wrong turn in the right direction. - Unknown #quote	0
690	720604777361575936	2536217307	@caroline_w29 where is the coming from hahaha (((but i agree 100%)))	0
707	720633060178288640	3854542456	☆@HonorEmeryville - Wow! What a great menu! #yummy	0
892	720648577882587136	562644486	tangina sana si miriam manalo	0
921	720843720417869824	576610917	&lt;/ @882SanyuFM is killing the air waves!!! (((LOUD))) @Dj_Pita gaddamn!! I dont wana get out of my car &gt;	0
735	720919966116093952	903463196	((((((((((( vix ))))))))))))))))))) https://t.co/oUiqeFkwbJ	0
2207	720986399516663808	46347399	@chieru_bE (((modeling))) langsung berasa jadi tika hasiolan. 😂 makasih chi!	0
1352	721105756720738304	720802743632310272	RT @iamcheesethief: ((((((cheese vibes))))))	0
1355	721159783990976512	715404876134518786	Make America White Again	0
173	721343763864358912	1589979518	@cdclopez i lov u	0
2840	721371389572173824	712704409742942209	@6666913 obviously a vocabulary dropout. Smh	0
504	721627873325551616	29071807	@XenoPoesis2 @JWhittingdale @lembitopik aren't they saying MSM sat on Whitto story so he'd kibosh Leveson 2? Which he's effectively done?	0
468	721649083052605440	2759924626	@__srdokinch__ yeah but it's okay o(^▽^)o	0
1630	721686071843524608	1059441517	@greenred_kr asuma-sensei:(	0
1368	721736396076146688	19188576	Day 2 commencing        (((((mixamatronnnnn))))) https://t.co/3KyFnJ0bSw	0
2353	721743114617110528	445689696	@chelseathirza im generally not offensive, i dont like being rude and i dont like people who are but i accept that as part of life and their	0
769	721757841531498496	445689696	"Literally i have ""fat one"" ""long spine"" and ""asshole cat"""	0
405	721853770334937088	1411711537	"M.O.B. - ((( A FAMILY AFFAIR AGAIN MON 4/18 )))
https://t.co/To3XF5vrY7"	0
1579	721878300793171968	1463272730	Dankeschön Soda Club 󾮞🏻󾮞🏻            Danke Leute 󾍘🏼 Jimmy GO O              ((( SALSA For Everyone )))	0
913	722024375583510528	240991963	RT @Mary81bjc: @jbj64 @NotBTF good night girls!! (((Hugs)))	0
1110	722115710995021824	91820385	@cardiffbites - moi? What do you mean? I live in Splott. .. 😨	0
827	722212758435987456	962583385	((((it's comet))))	0
36	722247848222453760	1120502052	@halsey you look so cute. What even	0
965	722479556880261120	706717110022504448	@aubily @P3RF3CTZ3R0 is it pronounced like George? Is this why you like kwishGeorge? KwishGlasses	0
384	722487932251049984	87392348	when ur hips are 36 inchs and ur waist is 29 inchs, it makes it hard to find clothes that fit ((((also my hips make me look fat)))	0
1650	722574837999230976	1102207130	@MoozleTheIV Styles is 👌👌👌	0
316	722749588436688896	283043404	"RT @oowadanana: メンバーもすごく綺麗だった〜✨

なっきーさんのおっきいリボンも可愛かった☺️🎀

私はあと4年♪
振袖を着れるのが楽しみです(((o(ﾟ▽ﾟ)o)))

Wななの写真っ👭♡

Nana. https://t.co/vnVMOtPrwx"	0
333	723044454437888000	2292392770	Danke für die Erinnerungsmail zur #denkst @zwillingswelten und @IchlebeJetzt1 - wie könnten wir das denn vergessen? 😍 #Vorfreude	0
1002	723334509416992768	2723287388	This was Kate &amp; I when I got hit (((((Kate is on the left)))))) https://t.co/kfDZYT7a7b	0
987	723474598210113536	718426717455429632	@JUPITERTWT heigh ho, can i cc as joshua of svt fam.	0
2438	723489385488912384	534094315	what the fuck i just woke up tulog nalang ako ulit wala akong 15k unless mag paparticipate ako sa eat bulaga	0
120	723523218837889024	143686050	NAHANAP KO NA SI KUYA SA PE HULAAN MO KUNG SINO SA KANILA @azenithvn	0
59	723534762669801472	118545866	I'm a mixture of Jim &amp; Stanley from the office.	0
986	723613708719529984	718426717455429632	o h. i take back what i said about karma,,,,,	0
968	723668612288942080	707863065052590080	Good morning @_beadel 😊 goodluck later 🙌 ingat hah , love you 😄😄	0
626	723785465422204928	722069496685420545	"rant incoming (((im sorry that i always rant but yanno- liFe tRoubleS))) 

ok like i feel like such a lame fan bc everyone on twitter is ++"	0
455	723850795255390209	2676645698	🙌	0
2455	724098158352056320	548078410	So who's hosting the after-Seder?	0
616	724229347477843968	722069496685420545	@BTS_twt I LOVE YOU	0
